selected_path,relative_path,collection_folder,scale_family,style,pattern_label,surface_label,mood_tags,key_folder,key_index,major_key,minor_key,normalized_group_id
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i i iv iv v7 ii5 v v7 - Dark Mysterious.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i i iv iv v7 ii5 v v7 - Dark Mysterious.mid,4 Progression,Minor,pop2,i i iv iv v7 ii5 v v7,Dark Mysterious,Dark|Mysterious,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i i iv iv v7 ii5 v v7|Dark Mysterious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i i iv iv v7 ii5 v v7 - Dark Mysterious.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i i iv iv v7 ii5 v v7 - Dark Mysterious.mid,4 Progression,Minor,pop2,i i iv iv v7 ii5 v v7,Dark Mysterious,Dark|Mysterious,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i i iv iv v7 ii5 v v7|Dark Mysterious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i ii v III i ii v VII - Mysterious Dramatic.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i ii v III i ii v VII - Mysterious Dramatic.mid,4 Progression,Minor,pop2,i ii v III i ii v VII,Mysterious Dramatic,Mysterious|Dramatic,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|i ii v III i ii v VII|Mysterious Dramatic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i ii v III i ii v VII - Mysterious Dramatic.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i ii v III i ii v VII - Mysterious Dramatic.mid,4 Progression,Minor,pop2,i ii v III i ii v VII,Mysterious Dramatic,Mysterious|Dramatic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i ii v III i ii v VII|Mysterious Dramatic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i ii v III i ii v VII - Mysterious Dramatic.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i ii v III i ii v VII - Mysterious Dramatic.mid,4 Progression,Minor,pop2,i ii v III i ii v VII,Mysterious Dramatic,Mysterious|Dramatic,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i ii v III i ii v VII|Mysterious Dramatic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i ii v i - Mysterious Triumphant.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i ii v i - Mysterious Triumphant.mid,4 Progression,Minor,pop2,i ii v i,Mysterious Triumphant,Mysterious|Triumphant,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|i ii v i|Mysterious Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i ii v i - Mysterious Triumphant.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i ii v i - Mysterious Triumphant.mid,4 Progression,Minor,pop2,i ii v i,Mysterious Triumphant,Mysterious|Triumphant,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i ii v i|Mysterious Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i ii v i - Mysterious Triumphant.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i ii v i - Mysterious Triumphant.mid,4 Progression,Minor,pop2,i ii v i,Mysterious Triumphant,Mysterious|Triumphant,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i ii v i|Mysterious Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i iv III VI - Nostalgic Romantic.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i iv III VI - Nostalgic Romantic.mid,4 Progression,Minor,pop2,i iv III VI,Nostalgic Romantic,Nostalgic|Romantic,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|i iv III VI|Nostalgic Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i iv III VI - Nostalgic Romantic.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i iv III VI - Nostalgic Romantic.mid,4 Progression,Minor,pop2,i iv III VI,Nostalgic Romantic,Nostalgic|Romantic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i iv III VI|Nostalgic Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i iv III VI - Nostalgic Romantic.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i iv III VI - Nostalgic Romantic.mid,4 Progression,Minor,pop2,i iv III VI,Nostalgic Romantic,Nostalgic|Romantic,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i iv III VI|Nostalgic Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i iv VI v - Sad Hopeful.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i iv VI v - Sad Hopeful.mid,4 Progression,Minor,pop2,i iv VI v,Sad Hopeful,Sad|Hopeful,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|i iv VI v|Sad Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i iv VI v - Sad Hopeful.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i iv VI v - Sad Hopeful.mid,4 Progression,Minor,pop2,i iv VI v,Sad Hopeful,Sad|Hopeful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i iv VI v|Sad Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i iv VI v - Sad Hopeful.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i iv VI v - Sad Hopeful.mid,4 Progression,Minor,pop2,i iv VI v,Sad Hopeful,Sad|Hopeful,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i iv VI v|Sad Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i iv VII i - Sad Nostalgic.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i iv VII i - Sad Nostalgic.mid,4 Progression,Minor,pop2,i iv VII i,Sad Nostalgic,Sad|Nostalgic,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|i iv VII i|Sad Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i iv VII i - Sad Nostalgic.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i iv VII i - Sad Nostalgic.mid,4 Progression,Minor,pop2,i iv VII i,Sad Nostalgic,Sad|Nostalgic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i iv VII i|Sad Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i iv VII i - Sad Nostalgic.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i iv VII i - Sad Nostalgic.mid,4 Progression,Minor,pop2,i iv VII i,Sad Nostalgic,Sad|Nostalgic,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i iv VII i|Sad Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i iv VII v i i ii V - Mysterious Surprised.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i iv VII v i i ii V - Mysterious Surprised.mid,4 Progression,Minor,pop2,i iv VII v i i ii V,Mysterious Surprised,Mysterious|Surprised,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|i iv VII v i i ii V|Mysterious Surprised
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i iv VII v i i ii V - Mysterious Surprised.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i iv VII v i i ii V - Mysterious Surprised.mid,4 Progression,Minor,pop2,i iv VII v i i ii V,Mysterious Surprised,Mysterious|Surprised,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i iv VII v i i ii V|Mysterious Surprised
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i iv VII v i i ii V - Mysterious Surprised.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i iv VII v i i ii V - Mysterious Surprised.mid,4 Progression,Minor,pop2,i iv VII v i i ii V,Mysterious Surprised,Mysterious|Surprised,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i iv VII v i i ii V|Mysterious Surprised
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i iv v iv - Mysterious Sad.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i iv v iv - Mysterious Sad.mid,4 Progression,Minor,pop2,i iv v iv,Mysterious Sad,Mysterious|Sad,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|i iv v iv|Mysterious Sad
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i iv v iv - Mysterious Sad.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i iv v iv - Mysterious Sad.mid,4 Progression,Minor,pop2,i iv v iv,Mysterious Sad,Mysterious|Sad,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i iv v iv|Mysterious Sad
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i iv v iv - Mysterious Sad.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i iv v iv - Mysterious Sad.mid,4 Progression,Minor,pop2,i iv v iv,Mysterious Sad,Mysterious|Sad,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i iv v iv|Mysterious Sad
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i iv v v - Sad Lonely.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i iv v v - Sad Lonely.mid,4 Progression,Minor,pop2,i iv v v,Sad Lonely,Sad|Lonely,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|i iv v v|Sad Lonely
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i iv v v - Sad Lonely.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i iv v v - Sad Lonely.mid,4 Progression,Minor,pop2,i iv v v,Sad Lonely,Sad|Lonely,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i iv v v|Sad Lonely
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i iv v v - Sad Lonely.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i iv v v - Sad Lonely.mid,4 Progression,Minor,pop2,i iv v v,Sad Lonely,Sad|Lonely,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i iv v v|Sad Lonely
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i v iv VII - Sad Rebellious.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i v iv VII - Sad Rebellious.mid,4 Progression,Minor,pop2,i v iv VII,Sad Rebellious,Sad|Rebellious,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|i v iv VII|Sad Rebellious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i v iv VII - Sad Rebellious.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i v iv VII - Sad Rebellious.mid,4 Progression,Minor,pop2,i v iv VII,Sad Rebellious,Sad|Rebellious,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i v iv VII|Sad Rebellious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i v iv VII - Sad Rebellious.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i v iv VII - Sad Rebellious.mid,4 Progression,Minor,pop2,i v iv VII,Sad Rebellious,Sad|Rebellious,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i v iv VII|Sad Rebellious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i vdim iv VI - Dark Nostalgic.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i vdim iv VI - Dark Nostalgic.mid,4 Progression,Minor,pop2,i vdim iv VI,Dark Nostalgic,Dark|Nostalgic,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|i vdim iv VI|Dark Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i vdim iv VI - Dark Nostalgic.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i vdim iv VI - Dark Nostalgic.mid,4 Progression,Minor,pop2,i vdim iv VI,Dark Nostalgic,Dark|Nostalgic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i vdim iv VI|Dark Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i vdim iv VI - Dark Nostalgic.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i vdim iv VI - Dark Nostalgic.mid,4 Progression,Minor,pop2,i vdim iv VI,Dark Nostalgic,Dark|Nostalgic,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i vdim iv VI|Dark Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i7 VI III7 VII6 i i7 III7 iv7 - Dark Nostalgic.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i7 VI III7 VII6 i i7 III7 iv7 - Dark Nostalgic.mid,4 Progression,Minor,pop2,i7 VI III7 VII6 i i7 III7 iv7,Dark Nostalgic,Dark|Nostalgic,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|i7 VI III7 VII6 i i7 III7 iv7|Dark Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i7 VI III7 VII6 i i7 III7 iv7 - Dark Nostalgic.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i7 VI III7 VII6 i i7 III7 iv7 - Dark Nostalgic.mid,4 Progression,Minor,pop2,i7 VI III7 VII6 i i7 III7 iv7,Dark Nostalgic,Dark|Nostalgic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i7 VI III7 VII6 i i7 III7 iv7|Dark Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i7 VI III7 VII6 i i7 III7 iv7 - Dark Nostalgic.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i7 VI III7 VII6 i i7 III7 iv7 - Dark Nostalgic.mid,4 Progression,Minor,pop2,i7 VI III7 VII6 i i7 III7 iv7,Dark Nostalgic,Dark|Nostalgic,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i7 VI III7 VII6 i i7 III7 iv7|Dark Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i7 VII VI7 iv7 - Nostalgic Romantic.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - i7 VII VI7 iv7 - Nostalgic Romantic.mid,4 Progression,Minor,pop2,i7 VII VI7 iv7,Nostalgic Romantic,Nostalgic|Romantic,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|i7 VII VI7 iv7|Nostalgic Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i7 VII VI7 iv7 - Nostalgic Romantic.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - i7 VII VI7 iv7 - Nostalgic Romantic.mid,4 Progression,Minor,pop2,i7 VII VI7 iv7,Nostalgic Romantic,Nostalgic|Romantic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|i7 VII VI7 iv7|Nostalgic Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i7 VII VI7 iv7 - Nostalgic Romantic.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - i7 VII VI7 iv7 - Nostalgic Romantic.mid,4 Progression,Minor,pop2,i7 VII VI7 iv7,Nostalgic Romantic,Nostalgic|Romantic,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|i7 VII VI7 iv7|Nostalgic Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - ii VI i iv - Sad Hopeful.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - ii VI i iv - Sad Hopeful.mid,4 Progression,Minor,pop2,ii VI i iv,Sad Hopeful,Sad|Hopeful,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|ii VI i iv|Sad Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - ii VI i iv - Sad Hopeful.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - ii VI i iv - Sad Hopeful.mid,4 Progression,Minor,pop2,ii VI i iv,Sad Hopeful,Sad|Hopeful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|ii VI i iv|Sad Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - ii VI i iv - Sad Hopeful.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - ii VI i iv - Sad Hopeful.mid,4 Progression,Minor,pop2,ii VI i iv,Sad Hopeful,Sad|Hopeful,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|ii VI i iv|Sad Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - ii v i iv - Peaceful Nostalgic.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - ii v i iv - Peaceful Nostalgic.mid,4 Progression,Minor,pop2,ii v i iv,Peaceful Nostalgic,Peaceful|Nostalgic,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|ii v i iv|Peaceful Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - ii v i iv - Peaceful Nostalgic.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - ii v i iv - Peaceful Nostalgic.mid,4 Progression,Minor,pop2,ii v i iv,Peaceful Nostalgic,Peaceful|Nostalgic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|ii v i iv|Peaceful Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - ii v i iv - Peaceful Nostalgic.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - ii v i iv - Peaceful Nostalgic.mid,4 Progression,Minor,pop2,ii v i iv,Peaceful Nostalgic,Peaceful|Nostalgic,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|ii v i iv|Peaceful Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - ii v i i - Peaceful Hopeful.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - ii v i i - Peaceful Hopeful.mid,4 Progression,Minor,pop2,ii v i i,Peaceful Hopeful,Peaceful|Hopeful,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|ii v i i|Peaceful Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - ii v i i - Peaceful Hopeful.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - ii v i i - Peaceful Hopeful.mid,4 Progression,Minor,pop2,ii v i i,Peaceful Hopeful,Peaceful|Hopeful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|ii v i i|Peaceful Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - ii v i i - Peaceful Hopeful.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - ii v i i - Peaceful Hopeful.mid,4 Progression,Minor,pop2,ii v i i,Peaceful Hopeful,Peaceful|Hopeful,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|ii v i i|Peaceful Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - im7 ivsus4 v7 isus4 - Mysterious Tender.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - im7 ivsus4 v7 isus4 - Mysterious Tender.mid,4 Progression,Minor,pop2,im7 ivsus4 v7 isus4,Mysterious Tender,Mysterious|Tender,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|im7 ivsus4 v7 isus4|Mysterious Tender
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - im7 ivsus4 v7 isus4 - Mysterious Tender.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - im7 ivsus4 v7 isus4 - Mysterious Tender.mid,4 Progression,Minor,pop2,im7 ivsus4 v7 isus4,Mysterious Tender,Mysterious|Tender,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|im7 ivsus4 v7 isus4|Mysterious Tender
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - im7 ivsus4 v7 isus4 - Mysterious Tender.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - im7 ivsus4 v7 isus4 - Mysterious Tender.mid,4 Progression,Minor,pop2,im7 ivsus4 v7 isus4,Mysterious Tender,Mysterious|Tender,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|im7 ivsus4 v7 isus4|Mysterious Tender
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - iv III VII i - Nostalgic Mysterious.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - iv III VII i - Nostalgic Mysterious.mid,4 Progression,Minor,pop2,iv III VII i,Nostalgic Mysterious,Nostalgic|Mysterious,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|iv III VII i|Nostalgic Mysterious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - iv III VII i - Nostalgic Mysterious.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - iv III VII i - Nostalgic Mysterious.mid,4 Progression,Minor,pop2,iv III VII i,Nostalgic Mysterious,Nostalgic|Mysterious,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|iv III VII i|Nostalgic Mysterious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - iv III VII i - Nostalgic Mysterious.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - iv III VII i - Nostalgic Mysterious.mid,4 Progression,Minor,pop2,iv III VII i,Nostalgic Mysterious,Nostalgic|Mysterious,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|iv III VII i|Nostalgic Mysterious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Minor/pop2 style/A - iv III vsus4 VI iv i III VI - Nostalgic Mysterious.mid,01 - C Major - A minor/4 Progression/Minor/pop2 style/A - iv III vsus4 VI iv i III VI - Nostalgic Mysterious.mid,4 Progression,Minor,pop2,iv III vsus4 VI iv i III VI,Nostalgic Mysterious,Nostalgic|Mysterious,01 - C Major - A minor,1,C Major,A minor,progression|Minor|pop2|iv III vsus4 VI iv i III VI|Nostalgic Mysterious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - iv III vsus4 VI iv i III VI - Nostalgic Mysterious.mid,07 - Gb Major - Eb minor/4 Progression/Minor/pop2 style/Eb - iv III vsus4 VI iv i III VI - Nostalgic Mysterious.mid,4 Progression,Minor,pop2,iv III vsus4 VI iv i III VI,Nostalgic Mysterious,Nostalgic|Mysterious,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Minor|pop2|iv III vsus4 VI iv i III VI|Nostalgic Mysterious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - iv III vsus4 VI iv i III VI - Nostalgic Mysterious.mid,12 - B Major - G# minor/4 Progression/Minor/pop2 style/G# - iv III vsus4 VI iv i III VI - Nostalgic Mysterious.mid,4 Progression,Minor,pop2,iv III vsus4 VI iv i III VI,Nostalgic Mysterious,Nostalgic|Mysterious,12 - B Major - G# minor,12,B Major,G# minor,progression|Minor|pop2|iv III vsus4 VI iv i III VI|Nostalgic Mysterious
